year month day hour minnute second latitude longitude depth magnitude label
2011 12 21 13 17 20.67 40.0507 140.5513 10.03 0.7 1
2011 12 26 6 10 17.93 40.0450 140.5417 10.37 0.4 1
2011 12 27 8 14 33.75 40.0510 140.5472 8.61 0.7 1
2011 12 27 18 2 7.10 40.0480 140.5503 10.06 0.6 0
2011 12 29 3 28 11.86 40.0463 140.5460 8.95 0.3 1
2011 12 29 3 28 18.85 40.0452 140.5468 8.20 0.8 0
2011 12 29 17 33 34.08 40.0397 140.5487 8.05 0.6 1
2011 12 30 11 39 17.15 40.0367 140.5502 8.42 0.9 1
2011 12 31 3 6 29.15 40.0435 140.5547 9.03 1.4 1
2011 12 31 22 58 47.20 40.0445 140.5568 7.15 0.7 1
2012 1 1 11 24 36.59 40.0452 140.5448 9.48 0.3 0
2012 1 3 8 37 29.41 40.0453 140.5540 8.11 2.1 0
2012 1 3 8 38 16.97 40.0427 140.5538 7.09 0.6 1
2012 1 3 8 50 12.71 40.0440 140.5507 7.40 0.9 1
2012 1 3 9 50 27.32 40.0450 140.5432 9.35 0.6 1
2012 1 3 10 14 51.79 40.0437 140.5562 8.08 0.9 1
2012 1 3 19 59 0.16 40.0503 140.5445 10.65 0.2 1
2012 1 4 0 11 53.30 40.0490 140.5492 9.28 0.5 1
2012 1 4 0 15 32.70 40.0472 140.5547 11.18 1.8 1
2012 1 4 0 16 41.43 40.0473 140.5498 10.26 0.8 1
2012 1 4 0 16 50.95 40.0490 140.5517 6.45 0.6 1
2012 1 4 0 21 15.00 40.0428 140.5488 6.32 1.2 1
2012 1 4 0 53 45.46 40.0443 140.5542 11.93 0.4 1
2012 1 4 0 59 27.26 40.0430 140.5563 9.54 1.2 1
2012 1 4 1 5 57.46 40.0423 140.5528 8.53 1.0 1
2012 1 4 6 2 15.20 40.0460 140.5535 7.83 1.1 1
2012 1 4 6 18 26.84 40.0455 140.5498 8.51 1.1 1
2012 1 4 6 27 25.80 40.0452 140.5497 8.34 1.7 1
2012 1 4 7 40 19.53 40.0460 140.5470 8.38 0.1 1
2012 1 4 8 13 20.48 40.0447 140.5507 8.44 1.2 1
2012 1 4 9 24 45.21 40.0457 140.5533 8.14 1.1 1
2012 1 4 10 8 53.96 40.0440 140.5513 7.88 1.6 0
2012 1 4 13 51 50.10 40.0432 140.5535 8.90 1.5 1
2012 1 4 14 41 24.62 40.0432 140.5515 8.29 1.2 1
2012 1 4 16 11 38.78 40.0408 140.5502 7.43 1.4 1
2012 1 4 16 48 13.33 40.0395 140.5573 9.26 0.7 1
2012 1 6 18 52 11.13 40.0443 140.5523 10.22 0.8 0
2012 1 7 3 52 51.15 40.0452 140.5508 7.89 0.8 1
2012 1 7 3 58 18.06 40.0432 140.5542 9.16 0.9 1
2012 1 8 21 26 59.20 40.0478 140.5537 9.32 0.7 1
2012 1 9 2 27 9.84 40.0460 140.5538 9.24 0.5 1
2012 1 12 11 27 53.16 40.0397 140.5508 9.74 0.9 0
2012 1 12 11 28 1.79 40.0413 140.5460 8.84 0.7 1
2012 1 12 12 4 26.38 40.0335 140.5450 10.69 0.5 1
2012 1 12 12 4 40.08 40.0427 140.5432 7.15 0.0 0
2012 1 15 2 31 49.55 40.0358 140.5408 7.89 1.5 1
2012 1 15 9 30 41.63 40.0350 140.5407 8.42 1.3 1
2012 1 15 15 11 17.36 40.0452 140.5522 7.63 1.2 0
2012 1 15 15 11 26.47 40.0422 140.5462 6.19 1.7 0
2012 1 15 15 14 48.51 40.0442 140.5512 8.87 1.1 0
2012 1 15 15 19 42.88 40.0420 140.5537 8.84 0.7 0
2012 1 15 15 59 45.72 40.0402 140.5563 9.23 0.5 1
2012 1 15 15 59 52.61 40.0413 140.5522 9.06 0.5 1
2012 1 15 16 10 1.06 40.0408 140.5493 6.42 1.3 0
2012 1 15 16 10 23.47 40.0408 140.5492 6.32 0.7 0
2012 1 15 16 23 35.06 40.0427 140.5495 7.65 1.4 1
2012 1 16 3 22 45.36 40.0375 140.5547 4.18 0.4 0
2012 1 16 3 26 38.53 40.0495 140.5422 10.72 0.9 0
2012 1 16 3 35 48.87 40.0453 140.5473 9.76 0.9 1
2012 1 16 4 38 8.88 40.0388 140.5468 8.83 2.2 1
2012 1 16 5 2 2.36 40.0452 140.5497 9.16 0.5 1
2012 1 16 5 3 2.08 40.0437 140.5507 7.08 1.1 1
2012 1 16 15 29 7.89 40.0372 140.5452 8.83 1.3 1
2012 1 16 18 56 14.42 40.0373 140.5438 8.79 1.0 1
2012 1 16 21 27 45.15 40.0367 140.5442 10.27 0.6 1
2012 1 16 22 8 49.84 40.0438 140.5505 8.30 0.8 1
2012 1 18 1 1 37.10 40.0483 140.5433 10.36 0.3 1
2012 1 18 1 13 17.38 40.0467 140.5352 9.38 0.4 0
2012 1 19 6 33 40.07 40.0430 140.5457 10.14 0.3 1
2012 1 19 22 9 46.03 40.0448 140.5512 9.29 1.2 0
2012 1 19 22 26 45.27 40.0442 140.5468 8.40 0.7 0
2012 1 20 2 5 17.44 40.0413 140.5510 8.04 0.7 0
2012 1 20 4 2 32.01 40.0338 140.5557 4.63 0.2 1
2012 1 20 20 42 10.41 40.0413 140.5505 9.73 0.9 0
2012 1 20 20 48 53.15 40.0455 140.5438 9.55 0.2 0
2012 1 20 20 49 10.75 40.0445 140.5447 10.10 0.6 0
2012 1 20 21 21 53.74 40.0450 140.5462 10.23 0.5 0
2012 1 20 21 47 57.93 40.0427 140.5490 9.19 0.6 0
2012 1 21 3 22 30.80 40.0432 140.5547 6.99 1.0 0
2012 1 21 4 39 37.34 40.0407 140.5570 8.35 0.9 1
2012 1 22 1 32 55.13 40.0487 140.5487 8.76 0.1 1
2012 1 22 13 34 11.35 40.0475 140.5418 9.31 0.5 1
2012 1 23 3 22 51.81 40.0447 140.5550 7.47 1.1 0
2012 1 24 1 12 21.03 40.0458 140.5512 9.57 0.3 1
2012 1 24 16 34 30.84 40.0422 140.5515 6.55 1.3 1
2012 1 24 16 35 15.05 40.0422 140.5512 7.91 2.0 1
2012 1 24 16 35 41.97 40.0467 140.5543 7.07 1.2 1
2012 1 25 14 0 14.53 40.0418 140.5525 7.72 1.2 1
2012 1 27 6 30 1.41 40.0422 140.5505 8.77 2.6 0
2012 1 27 6 30 40.37 40.0442 140.5500 8.58 1.7 1
2012 1 27 6 31 28.52 40.0382 140.5515 7.56 0.9 1
2012 1 27 6 33 40.00 40.0450 140.5547 9.37 2.1 0
2012 1 27 6 34 19.43 40.0410 140.5515 9.12 2.2 1
2012 1 27 6 35 43.40 40.0433 140.5488 7.69 1.7 0
2012 1 27 6 38 14.00 40.0418 140.5473 8.93 0.6 1
2012 1 27 6 38 50.59 40.0407 140.5535 8.03 0.8 0
2012 1 27 6 39 24.81 40.0398 140.5487 6.43 1.0 1
2012 1 27 6 40 41.77 40.0437 140.5477 9.05 0.7 0
2012 1 27 6 47 59.71 40.0443 140.5497 7.73 1.4 0
2012 1 27 7 3 22.67 40.0442 140.5478 7.33 1.4 0
2012 1 27 7 3 38.87 40.0432 140.5478 7.29 0.6 0
2012 1 27 7 6 5.26 40.0407 140.5478 7.55 0.5 1
2012 1 27 7 13 33.59 40.0377 140.5488 8.80 0.7 1
2012 1 27 7 27 39.03 40.0427 140.5498 7.74 0.5 1
2012 1 27 7 54 53.08 40.0460 140.5508 8.41 1.3 1
2012 1 27 7 55 22.28 40.0482 140.5528 7.69 1.3 0
2012 1 27 11 35 15.71 40.0460 140.5518 9.20 1.1 1
2012 1 27 11 40 39.50 40.0478 140.5473 9.69 1.0 1
2012 1 27 23 38 31.65 40.0415 140.5500 7.65 1.0 0
2012 1 29 2 44 16.04 40.0425 140.5480 6.65 0.3 1
2012 1 29 8 46 55.87 40.0390 140.5458 6.32 0.0 1
2012 1 29 10 43 54.15 40.0415 140.5513 8.69 1.1 1
2012 1 30 2 55 59.96 40.0423 140.5465 7.22 1.0 0
2012 1 30 2 57 45.16 40.0437 140.5450 6.46 1.5 0
2012 1 30 2 58 23.01 40.0460 140.5482 8.55 1.2 0
2012 1 31 8 7 21.10 40.0472 140.5487 9.39 0.9 1
2012 2 1 5 4 55.26 40.0420 140.5495 7.37 1.1 0
2012 2 1 9 1 47.86 40.0443 140.5540 8.71 1.4 0
2012 2 1 9 2 18.41 40.0447 140.5565 9.08 1.4 1
2012 2 1 9 4 13.24 40.0427 140.5597 9.49 1.1 1
2012 2 1 9 4 23.82 40.0463 140.5518 10.07 1.0 0
2012 2 1 9 4 40.62 40.0505 140.5482 8.52 1.0 1
2012 2 1 9 7 6.29 40.0435 140.5535 8.48 1.4 0
2012 2 1 9 7 22.02 40.0475 140.5542 8.45 2.1 1
2012 2 1 9 7 42.62 40.0495 140.5473 10.08 1.4 0
2012 2 1 9 8 46.61 40.0457 140.5538 8.13 1.6 0
2012 2 1 9 19 18.97 40.0458 140.5540 8.35 1.3 0
2012 2 1 9 43 18.52 40.0467 140.5545 8.06 1.1 0
2012 2 1 9 44 26.73 40.0477 140.5498 8.80 0.9 1
2012 2 1 11 38 49.86 40.0450 140.5547 8.43 0.7 0
2012 2 1 11 39 14.58 40.0438 140.5528 8.97 1.0 0
2012 2 1 11 41 29.00 40.0473 140.5482 7.74 1.3 0
2012 2 1 12 22 28.62 40.0463 140.5520 8.99 2.9 0
2012 2 1 12 23 40.83 40.0493 140.5428 10.28 1.4 1
2012 2 1 12 24 24.43 40.0507 140.5473 9.15 0.8 0
2012 2 1 14 41 53.50 40.0443 140.5555 9.09 1.3 1
2012 2 1 14 53 38.34 40.0427 140.5498 7.11 1.3 1
2012 2 1 20 8 42.70 40.0493 140.5540 8.24 2.3 1
2012 2 1 20 10 29.18 40.0495 140.5557 8.54 1.8 1
2012 2 1 20 12 40.22 40.0465 140.5550 8.88 0.7 0
2012 2 2 4 15 42.06 40.0500 140.5562 6.20 1.0 1
2012 2 2 4 49 43.28 40.0483 140.5535 6.26 1.4 1
2012 2 2 6 27 7.06 40.0375 140.5438 9.21 1.3 1
2012 2 2 7 43 34.07 40.0460 140.5537 5.41 0.4 1
2012 2 2 7 49 36.94 40.0503 140.5493 7.87 0.5 1
2012 2 2 9 9 9.12 40.0482 140.5578 8.15 1.5 1
2012 2 2 9 14 38.19 40.0523 140.5522 8.80 0.9 1
2012 2 2 9 28 28.61 40.0493 140.5548 8.74 1.2 1
2012 2 2 13 31 39.86 40.0517 140.5530 9.36 1.1 1
2012 2 3 1 4 42.28 40.0522 140.5527 7.97 1.0 1
2012 2 3 8 36 40.59 40.0477 140.5565 8.96 0.9 1
2012 2 5 8 52 33.29 40.0490 140.5468 9.49 0.6 0
2012 2 5 9 26 52.55 40.0467 140.5537 9.87 1.4 0
2012 2 5 10 9 44.21 40.0472 140.5512 8.25 0.9 0
2012 2 6 13 36 17.94 40.0480 140.5502 7.15 1.2 0
2012 2 6 13 50 47.68 40.0465 140.5488 7.78 1.5 1
2012 2 6 22 26 53.91 40.0458 140.5572 8.91 0.7 0
2012 2 6 22 31 27.38 40.0452 140.5532 9.59 1.2 1
2012 2 7 0 55 12.47 40.0540 140.5518 7.64 0.4 0
2012 2 7 4 14 57.29 40.0465 140.5533 8.22 0.7 0
2012 2 7 4 50 4.05 40.0470 140.5513 7.04 0.7 1
2012 2 8 23 34 1.64 40.0462 140.5498 8.04 1.7 0
2012 2 8 23 34 40.60 40.0517 140.5445 8.24 0.3 0
2012 2 9 0 56 49.14 40.0503 140.5527 7.27 1.3 0
2012 2 9 1 26 25.08 40.0498 140.5452 8.42 0.2 0
2012 2 9 7 15 1.90 40.0492 140.5510 8.11 1.1 1
2012 2 9 8 16 11.97 40.0463 140.5573 10.42 0.5 1
2012 2 9 8 16 22.01 40.0475 140.5552 10.36 0.8 1
2012 2 9 9 40 33.54 40.0443 140.5502 5.59 1.0 1
2012 2 9 10 35 11.89 40.0483 140.5505 8.31 0.8 1
2012 2 9 17 10 16.54 40.0338 140.5442 10.03 0.8 1
2012 2 10 11 54 51.76 40.0465 140.5540 10.18 1.1 0
2012 2 10 12 1 18.75 40.0440 140.5465 7.99 1.3 0
2012 2 10 12 8 38.62 40.0460 140.5458 7.92 1.9 0
2012 2 10 12 8 53.10 40.0443 140.5487 7.64 1.4 0
2012 2 10 12 9 6.74 40.0467 140.5492 7.06 1.4 1
2012 2 10 12 10 0.52 40.0423 140.5505 7.25 1.1 1
2012 2 10 12 19 24.48 40.0432 140.5508 9.33 0.9 0
2012 2 10 12 41 42.55 40.0430 140.5500 9.80 1.0 0
2012 2 10 12 42 31.96 40.0455 140.5487 8.99 0.8 0
2012 2 10 12 42 54.44 40.0482 140.5407 8.83 0.6 1
2012 2 10 13 6 37.98 40.0447 140.5528 9.49 1.6 1
2012 2 10 13 7 5.15 40.0437 140.5515 10.04 1.1 0
2012 2 10 13 7 17.00 40.0460 140.5512 8.44 0.9 1
2012 2 10 13 7 21.92 40.0458 140.5528 5.38 0.4 1
2012 2 10 13 8 18.72 40.0425 140.5437 6.45 0.4 0
2012 2 10 13 34 4.66 40.0442 140.5517 9.24 1.6 0
2012 2 10 13 35 32.56 40.0420 140.5460 9.06 0.5 0
2012 2 10 13 56 55.79 40.0505 140.5518 9.70 3.8 0
2012 2 10 13 58 55.00 40.0373 140.5570 8.50 1.3 0
2012 2 10 14 1 21.08 40.0483 140.5478 8.68 0.4 1
2012 2 10 14 1 29.29 40.0483 140.5577 9.33 1.1 0
2012 2 10 14 2 11.73 40.0438 140.5492 8.67 1.3 0
2012 2 10 14 14 28.38 40.0410 140.5485 8.49 1.2 0
2012 2 10 15 9 46.66 40.0473 140.5525 10.19 1.5 0
2012 2 10 17 41 32.75 40.0425 140.5515 8.56 1.0 0
2012 2 10 18 11 25.57 40.0532 140.5480 8.13 0.7 1
2012 2 10 22 34 5.66 40.0407 140.5512 8.09 1.1 1
2012 2 11 10 37 0.38 40.0512 140.5543 8.79 1.6 0
2012 2 11 12 32 39.75 40.0403 140.5560 8.98 1.1 1
2012 2 11 19 15 34.20 40.0482 140.5512 8.15 1.6 1
2012 2 11 22 47 34.22 40.0393 140.5373 9.52 0.5 1
2012 2 12 17 9 31.46 40.0480 140.5500 9.27 0.6 1
2012 2 13 20 58 29.04 40.0470 140.5530 7.05 0.4 1
2012 2 13 22 11 9.05 40.0482 140.5500 7.27 0.4 1
2012 2 14 1 55 35.55 40.0505 140.5512 9.46 0.3 1
2012 2 14 8 39 26.74 40.0395 140.5547 5.83 0.7 0
2012 2 14 20 10 39.39 40.0497 140.5568 9.07 0.9 0
2012 2 14 20 12 59.10 40.0487 140.5527 9.48 0.0 0
2012 2 16 18 36 4.10 40.0487 140.5520 9.06 1.2 0
2012 2 16 19 7 35.87 40.0500 140.5508 8.71 1.2 1
2012 2 16 19 7 53.30 40.0518 140.5495 9.85 0.4 0
2012 2 16 22 43 25.61 40.0525 140.5487 9.25 0.4 0
2012 2 16 23 9 6.75 40.0523 140.5452 9.50 0.0 0
2012 2 16 23 10 19.96 40.0480 140.5495 8.14 0.5 0
2012 2 16 23 12 14.19 40.0473 140.5423 10.60 0.2 0
2012 2 17 2 47 34.41 40.0492 140.5548 8.92 1.4 1
2012 2 17 6 20 3.55 40.0480 140.5545 8.60 1.1 0
2012 2 19 1 3 1.73 40.0390 140.5495 7.12 0.2 1
2012 2 19 10 23 36.29 40.0415 140.5533 7.76 1.9 0
2012 2 21 1 33 32.12 40.0502 140.5375 9.30 0.1 0
2012 2 23 6 59 23.14 40.0515 140.5525 9.17 1.0 0
2012 2 23 7 0 18.23 40.0513 140.5532 8.57 0.6 0
2012 2 23 9 7 33.29 40.0507 140.5517 8.45 1.8 0
2012 2 23 15 22 49.49 40.0412 140.5455 7.08 1.0 0
2012 2 23 19 36 3.91 40.0413 140.5540 5.77 1.3 0
2012 2 23 22 26 6.03 40.0530 140.5530 8.14 1.1 0
2012 2 23 22 35 37.82 40.0403 140.5400 10.15 0.8 1
2012 2 24 6 37 58.65 40.0500 140.5492 12.52 0.8 1
2012 2 24 21 26 30.25 40.0475 140.5507 6.30 0.4 1
2012 2 26 1 25 28.51 40.0408 140.5537 7.13 0.4 1
2012 2 26 7 28 11.82 40.0420 140.5502 7.96 0.4 0
2012 2 26 14 3 41.22 40.0377 140.5518 8.73 0.8 0
2012 2 26 19 29 9.97 40.0518 140.5532 8.45 1.6 0
2012 2 26 20 2 29.37 40.0520 140.5480 7.05 0.3 1
2012 2 27 7 42 16.57 40.0380 140.5495 7.72 0.6 1
2012 2 27 23 54 54.50 40.0512 140.5532 8.98 1.1 0
2012 2 28 10 58 26.85 40.0437 140.5468 7.45 0.7 0
2012 2 28 19 43 15.11 40.0500 140.5512 7.23 0.7 0
2012 2 28 19 44 28.53 40.0485 140.5512 7.84 0.5 0
2012 2 29 6 50 35.07 40.0513 140.5523 7.87 1.4 0
2012 3 1 17 31 0.93 40.0502 140.5520 8.42 2.1 0
2012 3 1 23 18 55.22 40.0525 140.5533 8.90 0.7 1
2012 3 2 0 25 1.51 40.0508 140.5493 9.57 0.5 0
2012 3 2 0 25 22.37 40.0517 140.5493 9.82 0.4 0
2012 3 2 17 39 5.16 40.0453 140.5488 11.15 0.1 1
2012 3 4 1 28 30.20 40.0447 140.5455 7.74 0.2 0
2012 3 4 1 29 20.35 40.0462 140.5470 8.14 1.0 0
2012 3 4 1 29 49.82 40.0497 140.5458 7.95 1.4 1
2012 3 4 1 30 28.48 40.0492 140.5453 6.89 1.1 0
2012 3 4 1 30 50.66 40.0482 140.5427 8.28 0.1 0
2012 3 4 1 30 58.56 40.0462 140.5462 10.44 0.6 0
2012 3 4 1 31 19.43 40.0467 140.5480 8.98 0.5 0
2012 3 4 1 38 15.37 40.0485 140.5432 9.52 0.2 0
2012 3 4 1 38 45.97 40.0480 140.5443 8.06 0.7 0
2012 3 4 4 47 31.08 40.0435 140.5478 7.80 0.5 0
2012 3 4 4 47 50.96 40.0452 140.5503 7.95 0.8 0
2012 3 4 4 50 54.86 40.0478 140.5472 8.71 2.4 0
2012 3 4 4 51 22.60 40.0507 140.5402 7.91 1.0 0
2012 3 4 5 17 0.73 40.0495 140.5473 8.14 1.2 0
2012 3 4 5 41 55.78 40.0455 140.5505 8.97 0.8 0
2012 3 4 5 42 23.21 40.0513 140.5292 10.58 0.1 0
2012 3 4 6 45 26.90 40.0453 140.5490 9.46 0.3 0
2012 3 4 7 5 21.47 40.0483 140.5440 8.39 1.0 0
2012 3 4 7 13 6.09 40.0458 140.5497 9.15 0.3 0
2012 3 4 7 23 0.22 40.0475 140.5490 8.92 0.8 0
2012 3 4 7 24 6.90 40.0472 140.5510 9.47 0.7 0
2012 3 4 17 50 25.77 40.0473 140.5437 7.70 1.2 0
2012 3 5 6 4 1.30 40.0457 140.5535 9.44 0.6 0
2012 3 5 13 17 15.52 40.0477 140.5487 8.99 0.6 0
2012 3 6 6 39 12.84 40.0435 140.5517 7.15 0.7 1
2012 3 6 7 53 55.57 40.0465 140.5513 7.99 1.2 0
2012 3 6 17 47 56.56 40.0430 140.5502 10.05 1.0 0
2012 3 6 17 51 20.84 40.0428 140.5450 8.80 0.3 0
2012 3 6 18 0 34.97 40.0457 140.5460 9.10 1.5 0
2012 3 7 18 12 32.63 40.0502 140.5558 9.88 0.7 0
2012 3 8 7 11 35.69 40.0390 140.5540 7.96 0.7 1
2012 3 8 7 12 12.70 40.0430 140.5528 9.61 1.5 1
2012 3 8 12 4 31.92 40.0410 140.5498 7.80 0.4 1
2012 3 8 16 58 51.69 40.0373 140.5565 6.06 0.8 0
2012 3 8 20 39 32.47 40.0407 140.5453 8.52 0.6 0
2012 3 10 11 45 29.03 40.0455 140.5523 10.16 0.6 0
2012 3 10 22 20 18.17 40.0460 140.5483 8.38 0.4 1
2012 3 10 22 33 14.76 40.0508 140.5475 8.33 0.2 1
2012 3 12 5 16 37.67 40.0465 140.5520 8.70 0.6 0
2012 3 14 1 5 34.62 40.0460 140.5432 9.84 0.2 0
2012 3 15 12 10 46.85 40.0398 140.5435 6.28 0.9 0
2012 3 16 13 2 44.61 40.0382 140.5433 7.49 0.7 1
2012 3 16 22 43 0.82 40.0437 140.5518 9.99 0.7 0
2012 3 16 22 44 28.11 40.0427 140.5492 9.39 0.3 1
2012 3 17 2 58 5.00 40.0413 140.5515 7.91 0.4 1
2012 3 18 5 48 54.70 40.0400 140.5553 6.99 0.7 0
2012 3 18 9 34 6.75 40.0402 140.5437 7.53 0.2 0
2012 3 19 12 39 42.41 40.0420 140.5477 10.41 1.3 1
2012 3 20 7 26 2.57 40.0400 140.5492 8.01 1.1 1
2012 3 20 8 25 23.65 40.0375 140.5513 9.19 1.1 1
2012 3 20 9 17 5.27 40.0380 140.5432 6.82 1.0 1
2012 3 20 16 23 31.42 40.0437 140.5482 7.54 0.9 1
2012 3 20 19 24 23.69 40.0407 140.5447 9.21 0.5 0
2012 3 23 8 35 13.78 40.0398 140.5523 9.01 0.6 0
2012 3 24 8 42 52.00 40.0440 140.5435 7.53 1.1 0
2012 3 24 8 43 20.89 40.0428 140.5488 9.09 1.2 0
2012 3 24 10 4 18.73 40.0482 140.5468 8.47 1.6 0
2012 3 24 10 5 25.11 40.0430 140.5510 8.91 0.9 0
2012 3 24 17 17 36.27 40.0462 140.5473 7.81 1.0 0
2012 3 24 21 26 42.15 40.0372 140.5555 7.41 0.6 0
2012 3 25 0 34 24.99 40.0500 140.5487 8.80 0.4 0
2012 3 25 7 32 2.30 40.0475 140.5532 9.80 1.2 0
2012 3 25 7 33 55.50 40.0465 140.5505 9.19 1.2 0
2012 3 25 7 34 0.87 40.0510 140.5450 10.44 1.4 0
2012 3 25 7 34 27.89 40.0502 140.5510 9.46 1.9 0
2012 3 25 7 37 42.07 40.0503 140.5462 9.83 1.7 0
2012 3 25 7 52 21.40 40.0543 140.5450 8.97 1.0 0
2012 3 25 7 56 45.27 40.0498 140.5470 9.19 1.6 0
2012 3 25 7 57 23.67 40.0518 140.5427 10.35 1.0 0
2012 3 25 9 30 12.84 40.0542 140.5497 9.57 1.4 1
2012 3 25 11 22 0.87 40.0512 140.5500 9.59 2.6 0
2012 3 25 11 23 38.97 40.0482 140.5513 9.77 0.4 0
2012 3 25 11 24 42.25 40.0440 140.5542 8.53 0.5 0
2012 3 25 17 52 9.97 40.0512 140.5523 7.62 0.7 0
2012 3 25 19 21 10.95 40.0482 140.5497 8.64 0.8 0
2012 3 25 19 39 1.16 40.0498 140.5472 9.94 0.5 0
2012 3 25 21 59 46.37 40.0530 140.5500 8.39 0.8 0
2012 3 26 1 40 52.93 40.0522 140.5475 9.94 0.7 0
2012 3 26 1 59 49.86 40.0493 140.5495 9.20 1.0 0
2012 3 26 3 42 7.80 40.0525 140.5458 9.58 0.1 0
2012 3 26 3 42 47.59 40.0505 140.5480 9.35 0.2 0
2012 3 26 7 30 32.73 40.0463 140.5545 8.59 0.5 0
2012 3 27 4 39 26.70 40.0508 140.5467 11.15 0.4 0
2012 3 27 12 45 0.60 40.0463 140.5493 9.38 0.2 0
2012 3 28 19 17 51.95 40.0498 140.5592 9.79 0.7 0
2012 3 28 19 22 2.71 40.0510 140.5517 8.08 0.7 0
2012 3 28 19 22 21.58 40.0508 140.5518 7.85 0.8 1
2012 3 29 1 9 3.68 40.0493 140.5470 8.46 1.9 0
2012 3 29 1 9 41.87 40.0520 140.5418 9.75 0.4 0
2012 3 29 1 11 11.45 40.0458 140.5490 9.17 0.4 0
2012 3 29 1 12 35.11 40.0457 140.5473 8.69 0.7 0
2012 3 29 2 0 30.84 40.0493 140.5468 8.64 1.7 1
2012 3 29 2 1 43.21 40.0465 140.5480 9.45 0.9 1
2012 3 29 2 2 26.82 40.0440 140.5438 7.36 0.1 1
2012 3 29 3 8 49.40 40.0498 140.5485 9.21 1.0 0
2012 3 29 3 44 59.55 40.0453 140.5453 7.97 0.4 0
2012 3 29 11 12 10.34 40.0495 140.5507 9.83 1.3 1
2012 3 29 12 14 18.11 40.0527 140.5465 8.99 1.1 0
2012 3 30 15 17 36.15 40.0480 140.5453 10.17 0.9 0
2012 3 31 12 20 8.99 40.0512 140.5463 8.01 1.4 0
2012 4 1 7 11 37.35 40.0438 140.5502 8.29 0.7 0
2012 4 1 8 4 1.63 40.0467 140.5378 7.94 0.4 0
2012 4 1 12 9 56.95 40.0492 140.5440 10.04 1.1 0
2012 4 1 12 53 34.35 40.0482 140.5477 10.08 1.2 0
2012 4 3 10 19 24.77 40.0215 140.5310 4.18 0.6 0
2012 4 3 17 28 9.41 40.0418 140.5472 10.13 0.7 0
2012 4 3 17 31 35.81 40.0430 140.5468 9.07 0.5 0
2012 4 3 22 0 4.61 40.0487 140.5453 9.77 0.6 0
2012 4 3 22 0 24.12 40.0517 140.5447 10.37 0.5 1
2012 4 3 22 1 23.75 40.0482 140.5447 9.18 0.3 0
2012 4 3 22 10 23.96 40.0450 140.5518 9.18 0.8 0
2012 4 3 22 13 50.76 40.0443 140.5483 8.66 0.7 0
2012 4 3 22 14 43.75 40.0430 140.5498 8.46 1.2 0
2012 4 3 22 32 14.19 40.0467 140.5443 8.45 1.0 0
2012 4 3 22 32 59.69 40.0470 140.5457 9.87 1.3 0
2012 4 3 22 34 0.11 40.0483 140.5387 8.50 0.4 0
2012 4 3 22 35 51.29 40.0425 140.5480 10.14 0.9 0
2012 4 3 22 36 0.41 40.0445 140.5467 9.31 1.3 0
2012 4 3 22 42 32.34 40.0427 140.5482 8.52 0.9 0
2012 4 3 22 45 14.23 40.0453 140.5452 8.93 1.4 0
2012 4 4 5 6 18.25 40.0502 140.5468 8.88 1.9 0
2012 4 6 6 28 25.20 40.0562 140.5450 10.27 0.7 1
2012 4 6 6 48 8.73 40.0537 140.5487 8.88 1.5 0
2012 4 6 17 42 47.04 40.0465 140.5452 7.92 0.8 1
2012 4 6 17 48 28.94 40.0410 140.5477 9.50 0.9 0
2012 4 6 17 49 8.58 40.0403 140.5485 7.71 0.3 0
2012 4 7 10 31 16.70 40.0400 140.5437 10.65 0.8 1
2012 4 8 10 18 34.26 40.0472 140.5567 9.18 1.1 0
2012 4 8 16 56 28.84 40.0503 140.5420 8.95 0.9 0
2012 4 8 16 57 56.34 40.0460 140.5453 8.41 0.3 0
2012 4 8 17 0 24.18 40.0520 140.5378 8.53 0.9 0
2012 4 8 17 0 56.53 40.0533 140.5363 6.70 0.3 0
2012 4 8 18 21 59.39 40.0502 140.5430 8.54 1.0 0
2012 4 8 18 22 8.10 40.0515 140.5377 9.76 1.3 0
2012 4 10 11 2 22.15 40.0447 140.5473 9.04 1.2 0
2012 4 11 4 38 32.06 40.0292 140.5302 8.34 0.2 1
2012 4 11 13 55 58.19 40.0523 140.5445 9.91 0.4 0
2012 4 12 1 51 42.49 40.0443 140.5438 9.67 0.5 0
2012 4 12 4 33 26.04 40.0555 140.5413 10.98 0.8 0
2012 4 12 20 2 28.46 40.0410 140.5558 9.20 0.5 1
2012 4 12 21 47 8.91 40.0357 140.5407 8.10 1.0 1
2012 4 12 21 48 55.96 40.0375 140.5338 9.91 0.9 1
2012 4 12 21 50 43.52 40.0355 140.5420 8.46 1.0 1
2012 4 13 4 30 27.41 40.0435 140.5557 7.64 1.2 1
2012 4 13 21 10 49.39 40.0380 140.5525 8.26 0.4 1
2012 4 14 18 42 46.28 40.0410 140.5488 8.75 0.5 0
2012 4 15 8 11 37.12 40.0437 140.5488 10.64 0.4 0
2012 4 15 15 42 54.99 40.0545 140.5462 9.38 0.6 1
2012 4 15 15 46 57.52 40.0507 140.5490 9.41 0.3 1
2012 4 15 18 12 1.76 40.0527 140.5445 9.20 0.8 1
2012 4 15 19 3 43.64 40.0538 140.5442 9.04 1.1 1
2012 4 15 19 32 16.59 40.0490 140.5543 9.95 0.5 1
2012 4 16 2 36 32.30 40.0380 140.5487 8.10 0.1 1
